Unnamed: 0	cd8-positive alpha-beta t cell	cd4-positive alpha-beta t cell	adventitial cell	alveolar fibroblast	b cell	basal cell	basophil	bronchial smooth muscle cell	bronchial vessel endothelial cell	capillary endothelial cell	classical monocyte	club cell	dendritic cell	endothelial cell of artery	endothelial cell of lymphatic vessel	fibroblast	intermediate monocyte	lung ciliated cell	lung microvascular endothelial cell	macrophage	mesothelial cell	myofibroblast cell	neutrophil	nk cell	non-classical monocyte	pericyte cell	plasma cell	plasmacytoid dendritic cell	pulmonary ionocyte	respiratory goblet cell	respiratory mucous cell	smooth muscle cell	type i pneumocyte	type ii pneumocyte	vascular associated smooth muscle cell	vein endothelial cell
PS235510_Hennekam lymphangiectasia-lymphedema syndrome	0.6701694717506502	0.5507348062800621	0.19487986723142622	-1.1375472370272242	-0.3213586606232161	0.4527574101361927	0.7504518401085685	0.6023109183170159	0.9669531713840435	0.481818958288698	0.4999002787859856	0.36015289381597565	0.6131382113270424	-0.003672038085581618	1.9366437259259313	-0.2401737550130716	0.5216518317924616	0.21048864052846422	0.3626253061059153	0.534416785288871	0.3455097680270138	-0.876737368844958	-0.07453881301988087	0.23459343771442628	1.0188863194145192	0.3288260181264445	-0.03366817973088836	0.46422684294415706	1.0325204198737463	0.7874623343844893	0.5916617534023438	-0.14787414098269433	-1.3385141212262226	-1.3568298449204141	-0.31347398169801055	0.5573788538868062
PS122470_Cornelia de Lange syndrome	0.6123810360603242	0.4945560972077226	0.1415467329687788	-1.2080718617954451	-0.3764635619670958	0.39766706730286155	0.6914196547296624	0.545473806316326	0.9039927592586329	0.42642861681427263	3.3497521246117508	0.30588476363935413	0.5561556844187839	-0.05683654695099419	-0.1424112088228587	-0.29452921287903816	1.4481963264010436	0.15709744777027299	0.30833793107830826	0.4784343483594968	0.29135251343405827	-0.941017917143517	-0.12790207331089343	0.18109999774121865	0.9548721029833437	0.27478858021476166	-0.0869001486470636	0.40902044678750177	0.9682230425474112	0.7278158488840526	0.5349652532368607	-0.2015862980649442	-1.0855153045422397	-1.1066520914207347	-0.36849871930588873	0.5011185544902427
154700_Marfan Syndrome	-0.5555501260351559	-0.6766779984541703	4.982458078924963	-3.328823714420784	-1.8317144117487834	-0.7819261668172509	-0.47822657116531103	-0.15515476462376512	-0.2842502886294619	-0.7501296854393766	-0.7305957169489758	-0.4873357784590067	-0.6124462398285488	1.4548385777138884	-1.474034944101538	-0.903942137675064	-0.7073458396525066	-1.0673068189934602	-0.8837694759788008	0.6506313425218233	-0.9036753418033564	-2.268117048525122	-1.4529925583230547	-1.0372199025947841	-0.24054573032383972	-0.9232569032019765	-1.3942606326172293	-0.7693179762551954	-0.2292366681869783	-0.44361696509968457	-0.6343140764483671	11.739533033783536	-3.5896446415956573	-3.6285784686057108	19.759965795711455	-0.6697381608973384
PS173900_Polycystic kidney disease	-0.10330256916870043	-0.21460745561364933	-0.09120126891524226	-2.3418238966004994	-1.1867776062210227	7.178350219415016	0.6663387452466834	0.4690402756715483	0.15578378161827947	1.4804920024481147	-0.2633738507465144	0.1394406268807256	-0.15589571977245478	2.1625147006558443	4.29134661449206	-1.0835959856331434	-0.24240171852853362	-0.5585391486437739	-0.39952628839112064	-0.23016794045877137	2.26391593469266	1.7690433253027187	-0.8810970289826714	-0.5327515344394096	0.1988993645998843	3.2772313472465675	-0.8328250570488233	-0.29811755248494687	0.2101214821088924	0.0018682660052159578	-0.1759615120488511	-0.585639131541856	-2.448585931846498	-2.0776714273346055	-0.14383919656831679	0.40857983366487993
PS231050_Geleophysic dysplasia	0.7117716002081085	0.5910936939016427	0.23291982307173198	-1.0884139365090872	-0.2824927603656008	0.4922612931434185	0.7930045056182793	1.74585841293772	1.012476950363344	0.5215602368527835	0.5397962373069954	0.3989952920334141	0.6541202264654837	0.03408187422603218	-0.05112639636703654	-0.20177211087349584	0.5617408532899164	0.24858290136970543	0.4014834424997622	0.5746226157432107	0.38426115972079594	-0.8318201307671228	-0.03670310002752443	0.2727805014326162	1.0652019953632896	0.3674783443817942	0.004108520378470816	0.503822751694906	1.0790486128687444	0.8304822669635691	0.6324226482205688	-0.10985206274481389	-1.2857031810562396	-1.303668104423602	-0.2746584096350725	0.5978012506601099
PS211400_Bronchiectasis	-0.3570689009752618	-0.4726169493223759	-0.8571163142987838	-2.6867899260380974	-0.6730624615087067	-0.08818190235326426	-0.28273386169633263	3.313496532071499	1.9072737043322419	-0.5421869257945546	-0.5237202442226864	0.6944982870196398	-0.41147614525121523	-1.100914486157158	-1.212449467799795	-1.4200118606361685	-0.5017079396584003	17.665044701218356	-0.667885062196909	-0.4888918670020401	-0.6865173626963528	-2.417456887825077	11.340263370386428	-0.3929679291057019	-0.05116479402585451	-0.7048243971216556	-1.139662664381568	-0.5603027937685794	-0.04002420883437349	3.9465565118746793	5.397614786800043	-1.2917964600787661	-3.063406820664074	-2.7612509112856998	-1.525101252686087	-0.4660250163246752
618213_Inflammatory Bowel Disease, Immunodeficiency, And Encephalopathy	0.7117716002081085	0.5910936939016427	0.23291982307173198	-1.0884139365090872	-0.2824927603656008	0.4922612931434185	0.7930045056182793	0.6431805931533998	1.012476950363344	0.5215602368527835	0.5397962373069954	0.3989952920334141	0.6541202264654837	0.03408187422603218	-0.05112639636703654	-0.20177211087349584	0.5617408532899164	0.24858290136970543	0.4014834424997622	0.5746226157432107	0.38426115972079594	-0.8318201307671228	-0.03670310002752443	1.136502473956856	1.0652019953632896	0.3674783443817942	0.004108520378470816	0.503822751694906	1.0790486128687444	0.8304822669635691	0.6324226482205688	-0.10985206274481389	-1.2857031810562396	-1.303668104423602	-0.2746584096350725	0.5978012506601099
PS108800_Atrial septal defect	0.6701694717506502	0.5507348062800621	0.19487986723142622	-1.1375472370272242	-0.3213586606232161	0.4527574101361927	0.7504518401085685	0.6023109183170159	0.9669531713840435	0.481818958288698	0.4999002787859856	1.2760072621318108	0.6131382113270424	0.7116259930751583	-0.08899067857014369	-0.2401737550130716	0.5216518317924616	0.21048864052846422	0.3626253061059153	0.534416785288871	0.3455097680270138	-0.876737368844958	-0.07453881301988087	0.23459343771442628	1.0188863194145192	0.3288260181264445	-0.03366817973088836	0.46422684294415706	1.0325204198737463	0.7874623343844893	0.5916617534023438	-0.14787414098269433	-1.3385141212262226	-1.3568298449204141	-0.31347398169801055	1.600756214222081
PS614372_Lectin complement activation pathway defects	0.6906372941792128	0.570599608338746	0.2136314655177047	-1.113206464609884	0.2847534170305059	0.47220887847803833	0.771381669237184	0.6224232542635997	0.9893300982421644	0.5013850289507109	0.519541095212811	0.3792860421522301	0.6333050336594163	0.014955689167542224	-0.07030107919183894	-0.22120588428087687	0.5413860127358613	0.22926567550342308	0.381766004577585	0.5542074889683776	0.3645992875619086	-0.854499432139732	-0.05586456570227888	0.2534141652951251	1.0416494459045094	0.3478681100613869	-0.015026601652658036	0.48372271884802404	1.0553872149728172	0.808619491172662	0.6117213440875139	-0.12910156788531105	-1.3123413677135236	-1.3304824178084875	-0.29429551105611373	1.6342635314740566
253550_Spinal Muscular Atrophy, Type Ii	0.6310765039593864	0.512746035708856	0.15886491991573876	-1.1849602501562948	-0.35849098362513643	0.41551781353209405	0.7105075331045081	0.563870101838755	0.9243256226429407	0.4443725475888189	0.4623185635654436	4.789902475030111	0.5745976412491899	-0.039543174823284344	-0.12502165490944622	-0.2768126864078183	0.4839007107448025	0.17443215833958836	0.3259411298491702	0.4965629137776456	0.3089159769206363	-0.9199767672955187	-0.11053333365599265	0.19846432004403047	0.9755398815647115	0.2923155946038737	-0.06958029642626008	0.4269072067506523	0.9889808624943249	0.747097942230969	0.5533174228018313	-0.18409297970291594	-1.3895506471593113	-1.4082114578469833	-0.35055340849358296	0.5193340268594894
